seq_id,pred_model,bit_score,evalue,pred_class,confidence
tr|A0A1C3TG25|A0A1C3TG25_BACMY,8ca.alpha.45,169.8,1.8e-53,alpha,52.74472749489669
tr|A0A1C3TLZ2|A0A1C3TLZ2_XANCT,8ca.alpha.45,31.7,4.3e-11,alpha,10.366531544420413
tr|A0A1C3TN74|A0A1C3TN74_XANCT,8ca.alpha.45,22.5,2.8e-08,alpha,7.552841968657781
tr|A0A1C3UBX5|A0A1C3UBX5_9HYPH,8ca.alpha.45,13.3,1.9e-05,alpha,4.721246399047171
tr|A0A1C3V134|A0A1C3V134_9HYPH,8ca.alpha.45,13.3,2e-05,alpha,4.698970004336019
tr|A0A1C3V342|A0A1C3V342_9HYPH,8ca.alpha.45,13.2,2.1e-05,alpha,4.6777807052660805
tr|A0A1C3VKL7|A0A1C3VKL7_9HYPH,8ca.alpha.45,35.0,4.1e-12,alpha,11.387216143280265
tr|A0A1C3VM30|A0A1C3VM30_9BURK,8ca.alpha.45,28.7,3.6e-10,alpha,9.443697499232712
tr|A0A1C3W837|A0A1C3W837_9BRAD,8ca.alpha.45,33.2,1.5e-11,alpha,10.823908740944319
tr|A0A1C3WCR3|A0A1C3WCR3_9HYPH,8ca.alpha.45,28.9,3.2e-10,alpha,9.494850021680094
tr|A0A1C3X6Q0|A0A1C3X6Q0_9HYPH,8ca.alpha.45,13.3,2e-05,alpha,4.698970004336019
tr|A0A1C3XBJ5|A0A1C3XBJ5_9HYPH,8ca.alpha.45,32.4,2.7e-11,alpha,10.568636235841012
tr|A0A1C3XHS1|A0A1C3XHS1_9BRAD,8ca.alpha.45,29.4,2.3e-10,alpha,9.638272163982407
tr|A0A1C3XJX5|A0A1C3XJX5_9HYPH,8ca.alpha.45,33.6,1.2e-11,alpha,10.920818753952375
tr|A0A1C3XMJ4|A0A1C3XMJ4_9BRAD,8ca.alpha.45,16.6,1.8e-06,alpha,5.7447274948966935
tr|A0A1C3XQ32|A0A1C3XQ32_9BRAD,8ca.beta.45,280.5,5.7e-87,beta,86.24412514432751
tr|A0A1C3XQR8|A0A1C3XQR8_9BRAD,8ca.alpha.45,37.9,5.3e-13,alpha,12.275724130399212
tr|A0A1C3XRH3|A0A1C3XRH3_9BRAD,8ca.alpha.45,28.6,4e-10,alpha,9.397940008672037
tr|A0A1C3YA53|A0A1C3YA53_9HYPH,8ca.alpha.45,14.7,7.2e-06,alpha,5.142667503568732
tr|A0A1C3YCP1|A0A1C3YCP1_9HYPH,8ca.alpha.45,30.2,1.2e-10,alpha,9.920818753952375
tr|A0A1C3Z8F3|A0A1C3Z8F3_9ENTR,8ca.alpha.45,21.2,7.3e-08,alpha,7.136677139879544
tr|A0A1C3Z9U8|A0A1C3Z9U8_9GAMM,8ca.alpha.45,24.8,5.6e-09,alpha,8.2518119729938
tr|A0A1C3ZBC2|A0A1C3ZBC2_9GAMM,8ca.beta.45,383.5,2.1e-118,beta,117.67778070526609
tr|A0A1C3ZQP9|A0A1C3ZQP9_9ENTR,8ca.alpha.45,14.3,1e-05,alpha,5.0
tr|A0A1C4A0H6|A0A1C4A0H6_9LACO,8ca.beta.45,182.2,5.8e-57,beta,56.236572006437065
tr|A0A1C4A900|A0A1C4A900_9ENTR,8ca.alpha.45,21.5,5.8e-08,alpha,7.236572006437063
tr|A0A1C4BKR2|A0A1C4BKR2_9GAMM,8ca.alpha.45,25.0,5e-09,alpha,8.301029995663981
tr|A0A1C4D753|A0A1C4D753_9BACT,8ca.alpha.45,32.8,2.1e-11,alpha,10.67778070526608
tr|A0A1C4D987|A0A1C4D987_9ENTR,8ca.alpha.45,41.9,3.1e-14,alpha,13.508638306165727
tr|A0A1C4EM13|A0A1C4EM13_9ENTR,8ca.beta.45,335.4,1.1e-103,beta,102.95860731484177
tr|A0A1C4F3N4|A0A1C4F3N4_BACMY,8ca.beta.45,283.2,8.9e-88,beta,87.05060999335508
tr|A0A1C4FX66|A0A1C4FX66_BACMY,8ca.alpha.45,179.6,1.7e-56,alpha,55.769551078621724
tr|A0A1C4GAV2|A0A1C4GAV2_BACTU,8ca.alpha.45,180.1,1.2e-56,alpha,55.920818753952375
tr|A0A1C4GFJ2|A0A1C4GFJ2_9BACI,8ca.alpha.45,169.4,2.2999999999999997e-53,alpha,52.63827216398241
tr|A0A1C4GGB5|A0A1C4GGB5_BACTU,8ca.alpha.45,169.6,2e-53,alpha,52.69897000433602
tr|A0A1C4GSL6|A0A1C4GSL6_9GAMM,8ca.alpha.45,26.8,1.4e-09,alpha,8.853871964321762
tr|A0A1C4H5U5|A0A1C4H5U5_9BIFI,8ca.alpha.45,27.4,8.8e-10,alpha,9.05551732784983
tr|A0A1C4JI38|A0A1C4JI38_9ACTN,8ca.alpha.45,27.4,9.4e-10,alpha,9.0268721464003
tr|A0A1C4KCX3|A0A1C4KCX3_9ACTN,8ca.alpha.45,12.8,2.9e-05,alpha,4.5376020021010435
tr|A0A1C4LMU8|A0A1C4LMU8_9ACTN,8ca.alpha.45,96.1,7.299999999999999e-31,alpha,30.136677139879545
tr|A0A1C4LZ18|A0A1C4LZ18_9ACTN,8ca.alpha.45,16.1,2.8e-06,alpha,5.552841968657781
tr|A0A1C4M4Z9|A0A1C4M4Z9_9ACTN,8ca.alpha.45,16.5,2.1e-06,alpha,5.6777807052660805
tr|A0A1C4NDB4|A0A1C4NDB4_9ACTN,8ca.alpha.45,85.0,1.9e-27,alpha,26.72124639904717
tr|A0A1C4NKX6|A0A1C4NKX6_9ACTN,8ca.alpha.45,92.7,7.9e-30,alpha,29.102372908709558
tr|A0A1C4PZ12|A0A1C4PZ12_9ACTN,8ca.alpha.45,81.4,2.3e-26,alpha,25.638272163982407
tr|A0A1C4Q0N3|A0A1C4Q0N3_9ACTN,8ca.alpha.45,86.0,9.1e-28,alpha,27.040958607678906
tr|A0A1C4QHY2|A0A1C4QHY2_9ACTN,8ca.alpha.45,18.6,4.5e-07,alpha,6.346787486224656
tr|A0A1C4RJA9|A0A1C4RJA9_9ACTN,8ca.alpha.45,93.9,3.5e-30,alpha,29.455931955649724
tr|A0A1C4RRT9|A0A1C4RRT9_9ACTN,8ca.alpha.45,30.3,1.1e-10,alpha,9.958607314841775
tr|A0A1C4RUE5|A0A1C4RUE5_9ACTN,8ca.alpha.45,12.5,3.4e-05,alpha,4.468521082957745
tr|A0A1C4SDA6|A0A1C4SDA6_9ACTN,8ca.alpha.45,82.1,1.5e-26,alpha,25.82390874094432
tr|A0A1C4T1G9|A0A1C4T1G9_9ACTN,8ca.alpha.45,12.2,4.3e-05,alpha,4.366531544420414
tr|A0A1C4UM13|A0A1C4UM13_9ACTN,8ca.alpha.45,28.2,5.1e-10,alpha,9.292429823902063
tr|A0A1C4UT83|A0A1C4UT83_9ACTN,8ca.alpha.45,27.9,6.3e-10,alpha,9.200659450546418
tr|A0A1C4V4K1|A0A1C4V4K1_9ACTN,8ca.alpha.45,24.0,1e-08,alpha,8.0
tr|A0A1C4VFQ8|A0A1C4VFQ8_9ACTN,8ca.alpha.45,28.1,5.7e-10,alpha,9.244125144327509
tr|A0A1C4VKT1|A0A1C4VKT1_9ACTN,8ca.alpha.45,29.6,1.9e-10,alpha,9.721246399047171
tr|A0A1C4VQA8|A0A1C4VQA8_MICEC,8ca.alpha.45,25.5,3.4e-09,alpha,8.468521082957745
tr|A0A1C4X4D0|A0A1C4X4D0_9ACTN,8ca.alpha.45,29.1,2.7e-10,alpha,9.568636235841012
tr|A0A1C4XFM7|A0A1C4XFM7_9ACTN,8ca.alpha.45,29.5,2.1e-10,alpha,9.67778070526608
tr|A0A1C4Y0Z8|A0A1C4Y0Z8_9ACTN,8ca.alpha.45,27.5,8.4e-10,alpha,9.075720713938118
tr|A0A1C4YMH2|A0A1C4YMH2_9ACTN,8ca.alpha.45,29.0,3e-10,alpha,9.522878745280337
tr|A0A1C4ZRV9|A0A1C4ZRV9_MICEC,8ca.alpha.45,13.0,2.4e-05,alpha,4.619788758288394
tr|A0A1C4ZZQ1|A0A1C4ZZQ1_MICVI,8ca.alpha.45,33.9,9.1e-12,alpha,11.040958607678906
tr|A0A1C5A8U7|A0A1C5A8U7_9ACTN,8ca.alpha.45,15.6,3.8e-06,alpha,5.42021640338319
tr|A0A1C5AIT7|A0A1C5AIT7_9ACTN,8ca.alpha.45,28.0,6e-10,alpha,9.221848749616356
tr|A0A1C5BEF7|A0A1C5BEF7_9ACTN,8ca.alpha.45,88.5,1.6000000000000001e-28,alpha,27.795880017344075
tr|A0A1C5BF56|A0A1C5BF56_9ACTN,8ca.alpha.45,19.7,2.2e-07,alpha,6.657577319177793
tr|A0A1C5BGY1|A0A1C5BGY1_9ACTN,8ca.alpha.45,30.1,1.4e-10,alpha,9.853871964321762
tr|A0A1C5BUT0|A0A1C5BUT0_9ACTN,8ca.alpha.45,17.0,1.4e-06,alpha,5.853871964321762
tr|A0A1C5BZG0|A0A1C5BZG0_9ACTN,8ca.alpha.45,21.9,4.5e-08,alpha,7.346787486224656
tr|A0A1C5CHD2|A0A1C5CHD2_9ACTN,8ca.alpha.45,85.0,1.9e-27,alpha,26.72124639904717
tr|A0A1C5CR54|A0A1C5CR54_9ACTN,8ca.alpha.45,86.0,9.5e-28,alpha,27.022276394711152
tr|A0A1C5DC67|A0A1C5DC67_9ACTN,8ca.alpha.45,91.9,1.3999999999999998e-29,alpha,28.853871964321762
tr|A0A1C5E0B6|A0A1C5E0B6_9ACTN,8ca.alpha.45,32.0,3.6e-11,alpha,10.443697499232712
tr|A0A1C5EDD4|A0A1C5EDD4_9ACTN,8ca.alpha.45,12.6,3.1e-05,alpha,4.508638306165727
tr|A0A1C5EE16|A0A1C5EE16_9ACTN,8ca.alpha.45,11.5,7e-05,alpha,4.154901959985743
tr|A0A1C5ER52|A0A1C5ER52_9ACTN,8ca.alpha.45,17.6,9.6e-07,alpha,6.017728766960432
tr|A0A1C5EU39|A0A1C5EU39_9ACTN,8ca.alpha.45,28.7,3.6e-10,alpha,9.443697499232712
tr|A0A1C5F1U9|A0A1C5F1U9_9ACTN,8ca.alpha.45,40.8,6.9e-14,alpha,13.161150909262744
tr|A0A1C5FGS9|A0A1C5FGS9_9ACTN,8ca.alpha.45,17.5,9.9e-07,alpha,6.00436480540245
tr|A0A1C5FI73|A0A1C5FI73_9ACTN,8ca.alpha.45,86.9,4.8e-28,alpha,27.318758762624412
tr|A0A1C5GHZ8|A0A1C5GHZ8_MICEH,8ca.alpha.45,28.6,4e-10,alpha,9.397940008672037
tr|A0A1C5H1W7|A0A1C5H1W7_9ACTN,8ca.alpha.45,26.3,2e-09,alpha,8.698970004336019
tr|A0A1C5H6H2|A0A1C5H6H2_9ACTN,8ca.alpha.45,23.7,1.2e-08,alpha,7.920818753952375
tr|A0A1C5HGA2|A0A1C5HGA2_9ACTN,8ca.alpha.45,30.4,1.1e-10,alpha,9.958607314841775
tr|A0A1C5IJG1|A0A1C5IJG1_9ACTN,8ca.alpha.45,30.1,1.3e-10,alpha,9.886056647693163
tr|A0A1C5IL24|A0A1C5IL24_9ACTN,8ca.alpha.45,18.5,4.9e-07,alpha,6.309803919971486
tr|A0A1C5IVV7|A0A1C5IVV7_9ACTN,8ca.alpha.45,30.1,1.4e-10,alpha,9.853871964321762
tr|A0A1C5J1B0|A0A1C5J1B0_9ACTN,8ca.alpha.45,32.0,3.5e-11,alpha,10.455931955649724
tr|A0A1C5KDF4|A0A1C5KDF4_9ACTN,8ca.alpha.45,28.1,5.5e-10,alpha,9.259637310505756
tr|A0A1C5R3X0|A0A1C5R3X0_9CLOT,8ca.alpha.45,176.2,1.9e-55,alpha,54.72124639904717
tr|A0A1C5RLJ3|A0A1C5RLJ3_9CLOT,8ca.alpha.45,179.3,2.1e-56,alpha,55.67778070526608
tr|A0A1C5SC07|A0A1C5SC07_9CLOT,8ca.alpha.45,179.3,2.1e-56,alpha,55.67778070526608
tr|A0A1C5SG12|A0A1C5SG12_9FIRM,8ca.alpha.45,184.6,4.9e-58,alpha,57.309803919971486
tr|A0A1C5TW33|A0A1C5TW33_9FIRM,8ca.alpha.45,166.1,2.5e-52,alpha,51.60205999132796
tr|A0A1C5WTL5|A0A1C5WTL5_9FIRM,8ca.alpha.45,192.8,1.5e-60,alpha,59.82390874094432
tr|A0A1C5XHJ5|A0A1C5XHJ5_9CLOT,8ca.alpha.45,31.0,7.1e-11,alpha,10.148741651280925
tr|A0A1C6CCT7|A0A1C6CCT7_9CLOT,8ca.alpha.45,39.3,2e-13,alpha,12.698970004336019
tr|A0A1C6DWE5|A0A1C6DWE5_9CLOT,8ca.alpha.45,31.3,6e-11,alpha,10.221848749616356
tr|A0A1C6GU90|A0A1C6GU90_9FIRM,8ca.alpha.45,166.1,2.5e-52,alpha,51.60205999132796
tr|A0A1C6JJN6|A0A1C6JJN6_9CLOT,8ca.alpha.45,180.7,7.600000000000001e-57,alpha,56.119186407719205
tr|A0A1C6KH37|A0A1C6KH37_9CLOT,8ca.alpha.45,161.9,4.8e-51,alpha,50.31875876262441
tr|A0A1C6KJD7|A0A1C6KJD7_9CLOT,8ca.alpha.45,31.8,4e-11,alpha,10.397940008672037
tr|A0A1C6L492|A0A1C6L492_9FIRM,8ca.alpha.45,190.0,1.1000000000000002e-59,alpha,58.95860731484178
tr|A0A1C6L705|A0A1C6L705_9CLOT,8ca.alpha.45,193.0,1.3000000000000002e-60,alpha,59.88605664769317
tr|A0A1C6LC20|A0A1C6LC20_9CLOT,8ca.alpha.45,38.7,3.1e-13,alpha,12.508638306165727
tr|A0A1C6LNC2|A0A1C6LNC2_9ACTN,8ca.alpha.45,25.6,3.3e-09,alpha,8.481486060122112
tr|A0A1C6LX47|A0A1C6LX47_9ACTN,8ca.alpha.45,84.7,2.4e-27,alpha,26.619788758288394
tr|A0A1C6M030|A0A1C6M030_9NEIS,8ca.alpha.45,19.3,2.9e-07,alpha,6.537602002101044
tr|A0A1C6M4Q5|A0A1C6M4Q5_9ACTN,8ca.alpha.45,14.0,1.2e-05,alpha,4.920818753952375
tr|A0A1C6MRT6|A0A1C6MRT6_9ACTN,8ca.alpha.45,20.2,1.5e-07,alpha,6.823908740944319
tr|A0A1C6MT88|A0A1C6MT88_9ACTN,8ca.alpha.45,21.1,7.9e-08,alpha,7.102372908709558
tr|A0A1C6N0A2|A0A1C6N0A2_9ACTN,8ca.alpha.45,99.8,5.5e-32,alpha,31.259637310505756
tr|A0A1C6N1K1|A0A1C6N1K1_9NEIS,8ca.alpha.45,18.9,3.8e-07,alpha,6.42021640338319
tr|A0A1C6N2J2|A0A1C6N2J2_9ACTN,8ca.alpha.45,20.8,9.4e-08,alpha,7.026872146400302
tr|A0A1C6N3X9|A0A1C6N3X9_9NEIS,8ca.alpha.45,30.5,1e-10,alpha,10.0
tr|A0A1C6N8B6|A0A1C6N8B6_9ACTN,8ca.alpha.45,86.3,7.4e-28,alpha,27.130768280269024
tr|A0A1C6NAE2|A0A1C6NAE2_9ACTN,8ca.alpha.45,85.4,1.4e-27,alpha,26.853871964321762
tr|A0A1C6NC05|A0A1C6NC05_9ACTN,8ca.alpha.45,20.8,9.4e-08,alpha,7.026872146400302
tr|A0A1C6ND28|A0A1C6ND28_9ACTN,8ca.alpha.45,15.0,5.7e-06,alpha,5.2441251443275085
tr|A0A1C6NHG7|A0A1C6NHG7_9ACTN,8ca.alpha.45,17.7,8.7e-07,alpha,6.060480747381382
tr|A0A1C6NPP5|A0A1C6NPP5_9BURK,,,,NO_HIT,
tr|A0A1C6PCB4|A0A1C6PCB4_9BURK,8ca.alpha.45,24.7,6e-09,alpha,8.221848749616356
tr|A0A1C6PSN7|A0A1C6PSN7_9ACTN,8ca.alpha.45,84.8,2.2000000000000002e-27,alpha,26.657577319177793
tr|A0A1C6PV69|A0A1C6PV69_9ACTN,8ca.alpha.45,19.9,1.9e-07,alpha,6.721246399047171
tr|A0A1C6Q0F7|A0A1C6Q0F7_9ACTN,8ca.alpha.45,84.2,3.2000000000000003e-27,alpha,26.494850021680094
tr|A0A1C6QGT5|A0A1C6QGT5_9BURK,8ca.beta.45,262.2,2.2e-81,beta,80.65757731917779
tr|A0A1C6QKB8|A0A1C6QKB8_9ACTN,8ca.alpha.45,27.3,9.6e-10,alpha,9.017728766960431
tr|A0A1C6R239|A0A1C6R239_9ACTN,8ca.alpha.45,95.7,9.7e-31,alpha,30.013228265733755
tr|A0A1C6R6F1|A0A1C6R6F1_9ACTN,8ca.alpha.45,18.8,4.1e-07,alpha,6.3872161432802645
tr|A0A1C6RF32|A0A1C6RF32_9ACTN,8ca.alpha.45,19.3,2.8e-07,alpha,6.552841968657781
tr|A0A1C6RJS2|A0A1C6RJS2_9ACTN,8ca.alpha.45,27.4,8.9e-10,alpha,9.050609993355087
tr|A0A1C6RLH3|A0A1C6RLH3_9ACTN,8ca.alpha.45,30.1,1.4e-10,alpha,9.853871964321762
tr|A0A1C6S6X0|A0A1C6S6X0_9ACTN,8ca.alpha.45,31.3,5.9e-11,alpha,10.229147988357855
tr|A0A1C6S7B8|A0A1C6S7B8_9ACTN,8ca.alpha.45,12.8,2.7e-05,alpha,4.568636235841013
tr|A0A1C6S893|A0A1C6S893_9ACTN,,,,NO_HIT,
tr|A0A1C6T712|A0A1C6T712_9ACTN,8ca.alpha.45,25.4,3.8e-09,alpha,8.42021640338319
tr|A0A1C6TRX7|A0A1C6TRX7_9ACTN,8ca.alpha.45,33.8,9.6e-12,alpha,11.017728766960431
tr|A0A1C6U1H6|A0A1C6U1H6_9ACTN,8ca.alpha.45,28.4,4.4e-10,alpha,9.356547323513812
tr|A0A1C6UM22|A0A1C6UM22_9ACTN,8ca.alpha.45,28.4,4.7e-10,alpha,9.327902142064282
tr|A0A1C6URW4|A0A1C6URW4_9ACTN,8ca.alpha.45,27.9,6.5e-10,alpha,9.187086643357144
tr|A0A1C6V8N0|A0A1C6V8N0_9ACTN,8ca.alpha.45,30.7,9.1e-11,alpha,10.040958607678906
tr|A0A1C6VM14|A0A1C6VM14_9ACTN,8ca.alpha.45,27.8,7e-10,alpha,9.154901959985743
tr|A0A1C6XA31|A0A1C6XA31_PLACU,8ca.eta.45,1174.8,0.0,eta,300.0
tr|A0A1C6XJN6|A0A1C6XJN6_PLACH,8ca.eta.45,1175.6,0.0,eta,300.0
tr|A0A1C6YF15|A0A1C6YF15_PLABE,8ca.eta.45,1144.0,0.0,eta,300.0
tr|A0A1C6Z3V3|A0A1C6Z3V3_HAFAL,8ca.alpha.45,39.4,1.9e-13,alpha,12.721246399047171
tr|A0A1C6Z5P2|A0A1C6Z5P2_HAFAL,8ca.alpha.45,21.8,4.9e-08,alpha,7.309803919971486
tr|A0A1C7AFD0|A0A1C7AFD0_9GAMM,8ca.alpha.45,13.0,2.3e-05,alpha,4.638272163982407
tr|A0A1C7D934|A0A1C7D934_9SPHN,8ca.beta.45,198.7,5.2e-62,beta,61.283996656365204
tr|A0A1C7DKG8|A0A1C7DKG8_9BACL,8ca.alpha.45,180.7,7.600000000000001e-57,alpha,56.119186407719205
tr|A0A1C7DLY2|A0A1C7DLY2_9BACL,8ca.alpha.45,176.1,2e-55,alpha,54.69897000433602
tr|A0A1C7E4D0|A0A1C7E4D0_9BACL,8ca.alpha.45,175.9,2.4e-55,alpha,54.619788758288394
tr|A0A1C7EJR8|A0A1C7EJR8_9BACL,8ca.alpha.45,176.6,1.4e-55,alpha,54.85387196432176
tr|A0A1C7HRU5|A0A1C7HRU5_9FIRM,8ca.alpha.45,183.9,8.1e-58,alpha,57.09151498112135
tr|A0A1C7MC23|A0A1C7MC23_GRIFR,8ca.alpha.45,30.2,1.3e-10,alpha,9.886056647693163
tr|A0A1C7MQJ4|A0A1C7MQJ4_GRIFR,8ca.alpha.45,67.7,4e-22,alpha,21.397940008672037
tr|A0A1C7NL55|A0A1C7NL55_9FUNG,8ca.alpha.45,27.5,8.7e-10,alpha,9.060480747381382
tr|A0A1C7NY20|A0A1C7NY20_9HYPH,,,,NO_HIT,
tr|A0A1C7W0V6|A0A1C7W0V6_9GAMM,8ca.alpha.45,44.2,6.4e-15,alpha,14.193820026016112
tr|A0A1C7WAG1|A0A1C7WAG1_9GAMM,8ca.alpha.45,23.0,2e-08,alpha,7.698970004336019
tr|A0A1C7WB59|A0A1C7WB59_9GAMM,8ca.beta.45,372.7,4.4e-115,beta,114.35654732351381
tr|A0A1C7WDT5|A0A1C7WDT5_9GAMM,8ca.alpha.45,43.2,1.3e-14,alpha,13.886056647693163
tr|A0A1C7Z4V2|A0A1C7Z4V2_PSESX,8ca.alpha.45,22.8,2.4e-08,alpha,7.619788758288394
tr|A0A1C7Z4X2|A0A1C7Z4X2_PSESX,8ca.alpha.45,39.2,2.1e-13,alpha,12.67778070526608
tr|A0A1C9BBU0|A0A1C9BBU0_9CHLO,8ca.beta.45,129.3,7.8e-41,beta,40.10790539730952
tr|A0A1C9KBT3|A0A1C9KBT3_9POXV,8ca.beta.45,54.0,7.5e-18,beta,17.1249387366083
tr|A0A1C9KCB5|A0A1C9KCB5_9POXV,8ca.beta.45,46.4,1.5e-15,beta,14.823908740944319
tr|A0A1C9W348|A0A1C9W348_9GAMM,8ca.alpha.45,20.1,1.7e-07,alpha,6.769551078621726
tr|A0A1C9WRD6|A0A1C9WRD6_9MICC,8ca.alpha.45,35.2,3.8e-12,alpha,11.42021640338319
tr|A0A1D1UL76|A0A1D1UL76_RAMVA,8ca.beta.45,117.6,2.9e-37,beta,36.537602002101046
tr|A0A1D1UN98|A0A1D1UN98_RAMVA,8ca.beta.45,141.6,1.4e-44,beta,43.85387196432176
tr|A0A1D1UQT7|A0A1D1UQT7_RAMVA,8ca.beta.45,130.6,3.1999999999999996e-41,beta,40.494850021680094
tr|A0A1D1UXK6|A0A1D1UXK6_RAMVA,8ca.beta.45,121.2,2.3e-38,beta,37.63827216398241
tr|A0A1D1UZF6|A0A1D1UZF6_RAMVA,8ca.beta.45,133.9,3.1e-42,beta,41.50863830616573
tr|A0A1D1V0M4|A0A1D1V0M4_RAMVA,8ca.beta.45,117.1,4e-37,beta,36.39794000867204
tr|A0A1D1V8H4|A0A1D1V8H4_RAMVA,8ca.beta.45,104.0,4.2000000000000005e-33,beta,32.3767507096021
tr|A0A1D1V8W4|A0A1D1V8W4_RAMVA,,,,NO_HIT,
tr|A0A1D1VTD1|A0A1D1VTD1_RAMVA,8ca.beta.45,121.6,1.7e-38,beta,37.769551078621724
tr|A0A1D1VUC0|A0A1D1VUC0_RAMVA,8ca.beta.45,121.9,1.4e-38,beta,37.85387196432176
tr|A0A1D1W3U6|A0A1D1W3U6_RAMVA,8ca.beta.45,116.4,6.8e-37,beta,36.16749108729376
tr|A0A1D1XG64|A0A1D1XG64_9ARAE,8ca.alpha.45,26.3,2e-09,alpha,8.698970004336019
tr|A0A1D1XLG9|A0A1D1XLG9_9ARAE,8ca.alpha.45,25.7,3.1e-09,alpha,8.508638306165727
tr|A0A1D1XUA6|A0A1D1XUA6_9ARAE,8ca.beta.45,122.1,1.2e-38,beta,37.920818753952375
tr|A0A1D1YH31|A0A1D1YH31_9ARAE,8ca.alpha.45,12.1,4.4e-05,alpha,4.356547323513813
tr|A0A1D1YKI5|A0A1D1YKI5_9ARAE,8ca.alpha.45,34.2,7.3e-12,alpha,11.136677139879543
tr|A0A1D1YNG9|A0A1D1YNG9_9ARAE,8ca.beta.45,195.9,3.8e-61,beta,60.420216403383186
tr|A0A1D1YPE2|A0A1D1YPE2_9ARAE,8ca.beta.45,192.1,5.500000000000001e-60,beta,59.25963731050576
tr|A0A1D1YRF3|A0A1D1YRF3_9ARAE,8ca.beta.45,198.3,6.999999999999999e-62,beta,61.15490195998574
tr|A0A1D1ZC08|A0A1D1ZC08_9ARAE,8ca.beta.45,193.8,1.6e-60,beta,59.795880017344075
tr|A0A1D1ZJB0|A0A1D1ZJB0_9ARAE,8ca.beta.45,213.7,1.4e-66,beta,65.85387196432177
tr|A0A1D2A0W7|A0A1D2A0W7_AUXPR,8ca.alpha.45,32.9,1.8e-11,alpha,10.744727494896694
tr|A0A1D2A7N7|A0A1D2A7N7_AUXPR,8ca.alpha.45,32.5,2.6e-11,alpha,10.585026652029182
tr|A0A1D2AAW4|A0A1D2AAW4_AUXPR,8ca.alpha.45,28.8,3.5e-10,alpha,9.455931955649724
tr|A0A1D2IBZ3|A0A1D2IBZ3_9ACTN,8ca.alpha.45,16.5,2e-06,alpha,5.698970004336019
tr|A0A1D2IFF9|A0A1D2IFF9_9ACTN,8ca.alpha.45,16.2,2.6e-06,alpha,5.585026652029182
tr|A0A1D2IH43|A0A1D2IH43_9ACTN,8ca.alpha.45,82.9,8.1e-27,alpha,26.09151498112135
tr|A0A1D2J2Y7|A0A1D2J2Y7_PARBR,8ca.beta.45,140.1,4.1000000000000004e-44,beta,43.38721614328026
tr|A0A1D2J665|A0A1D2J665_PARBR,8ca.alpha.45,74.3,3.5e-24,alpha,23.455931955649724
tr|A0A1D2JJ34|A0A1D2JJ34_PARBR,8ca.alpha.45,24.1,9.3e-09,alpha,8.031517051446064
tr|A0A1D2JJ51|A0A1D2JJ51_PARBR,8ca.alpha.45,25.3,4.1e-09,alpha,8.387216143280265
tr|A0A1D2KNE6|A0A1D2KNE6_BROTH,8ca.beta.45,169.5,4.2e-53,beta,52.3767507096021
tr|A0A1D2MHV3|A0A1D2MHV3_ORCCI,8ca.beta.45,31.7,4.7e-11,beta,10.327902142064282
tr|A0A1D2MM90|A0A1D2MM90_ORCCI,8ca.beta.45,152.7,5.6e-48,beta,47.2518119729938
tr|A0A1D2MMI6|A0A1D2MMI6_ORCCI,8ca.beta.45,80.6,5.5e-26,beta,25.259637310505756
tr|A0A1D2MMU8|A0A1D2MMU8_ORCCI,8ca.beta.45,70.0,9.7e-23,beta,22.013228265733755
tr|A0A1D2MMW4|A0A1D2MMW4_ORCCI,8ca.beta.45,22.9,2.2e-08,beta,7.657577319177793
tr|A0A1D2MPQ2|A0A1D2MPQ2_ORCCI,8ca.beta.45,90.8,4.5e-29,beta,28.346787486224656
tr|A0A1D2N3X0|A0A1D2N3X0_ORCCI,8ca.beta.45,74.7,3.599999999999999e-24,beta,23.443697499232712
tr|A0A1D2N7M9|A0A1D2N7M9_ORCCI,8ca.beta.45,125.8,8.8e-40,beta,39.055517327849834
tr|A0A1D2NB22|A0A1D2NB22_ORCCI,8ca.beta.45,50.9,6.3e-17,beta,16.200659450546418
tr|A0A1D2NB30|A0A1D2NB30_ORCCI,8ca.beta.45,127.7,2.4e-40,beta,39.619788758288394
tr|A0A1D2NK15|A0A1D2NK15_ORCCI,8ca.beta.45,143.1,4.7e-45,beta,44.32790214206428
tr|A0A1D2QKQ6|A0A1D2QKQ6_9EURY,8ca.alpha.45,31.9,3.8e-11,alpha,10.42021640338319
tr|A0A1D2QLX7|A0A1D2QLX7_9GAMM,8ca.alpha.45,21.8,5e-08,alpha,7.301029995663981
tr|A0A1D2QUC0|A0A1D2QUC0_9ARCH,8ca.alpha.45,13.4,1.8e-05,alpha,4.7447274948966935
tr|A0A1D2R9Q8|A0A1D2R9Q8_9ARCH,8ca.alpha.45,21.8,5e-08,alpha,7.301029995663981
tr|A0A1D2RNU8|A0A1D2RNU8_9SPHN,8ca.alpha.45,31.2,6.3e-11,alpha,10.200659450546418
tr|A0A1D2RPC5|A0A1D2RPC5_9SPHN,8ca.alpha.45,29.5,2.1e-10,alpha,9.67778070526608
tr|A0A1D2RPN6|A0A1D2RPN6_9BURK,8ca.alpha.45,24.9,5.3e-09,alpha,8.275724130399212
tr|A0A1D2RRG9|A0A1D2RRG9_9GAMM,8ca.alpha.45,31.7,4.3e-11,alpha,10.366531544420413
tr|A0A1D2S207|A0A1D2S207_9BURK,8ca.alpha.45,20.7,1.1e-07,alpha,6.958607314841775
